simulation_time,TRadSet_degC,fcuLvlSet,V_flow_SupSet
12919080,16.0,0,17.71
12919140,16.0,0,17.66
12919200,16.0,0,17.61
12919260,16.0,0,17.55
12919320,16.0,0,17.5
12919380,16.0,0,17.45
12919440,16.0,0,17.4
12919500,16.0,0,17.35
12919560,16.0,0,17.3
12919620,16.0,0,17.25
12919680,16.0,0,17.2
12919740,16.0,0,17.15
12919800,16.0,0,17.1
12919860,16.0,0,17.06
12919920,16.0,0,17.01
12919980,16.0,0,16.96
12920040,16.0,0,16.92
12920100,16.0,0,16.87
12920160,16.0,0,16.83
12920220,16.0,0,16.78
12920280,16.0,0,16.74
12920340,16.0,0,16.69
12920400,16.0,0,16.65
12920460,16.0,0,16.61
12920520,16.0,0,16.56
12920580,16.0,0,16.52
12920640,16.0,0,16.48
12920700,16.0,0,16.44
12920760,16.0,0,16.4
12920820,16.0,0,16.35
12920880,16.0,0,16.31
12920940,16.0,0,16.27
12921000,16.0,0,16.23
12921060,16.0,0,16.19
12921120,16.0,0,16.16
12921180,16.0,0,16.12
12921240,16.0,0,16.08
12921300,16.0,0,16.04
12921360,16.0,0,16.0
12921420,16.0,0,15.97
12921480,16.0,0,15.93
12921540,16.0,0,15.89
12921600,16.0,0,15.86
12921660,16.0,0,15.82
12921720,16.0,0,15.78
12921780,16.0,0,15.75
12921840,16.0,0,15.71
12921900,16.0,0,15.68
12921960,16.0,0,15.64
12922020,16.0,0,15.61
12922080,16.0,0,15.58
12922140,16.0,0,15.54
12922200,16.0,0,15.51
12922260,16.0,0,15.48
12922320,16.0,0,15.44
12922380,16.0,0,15.41
12922440,16.0,0,15.38
12922500,16.0,0,15.35
12922560,16.0,0,15.31
12922620,16.0,0,15.28
12922680,16.0,0,15.25
12922740,16.0,0,15.22
12922800,16.0,0,15.19
12922860,16.0,0,15.16
12922920,16.0,0,15.13
12922980,16.0,0,15.1
12923040,16.0,0,15.07
12923100,16.0,0,15.04
12923160,16.0,0,15.01
12923220,16.0,0,14.98
12923280,16.0,0,14.95
12923340,16.0,0,14.93
12923400,16.0,0,14.9
12923460,16.0,0,14.87
12923520,16.0,0,14.84
12923580,16.0,0,14.82
12923640,16.0,0,14.79
12923700,16.0,0,14.76
12923760,16.0,0,14.73
12923820,16.0,0,14.71
12923880,16.0,0,14.68
12923940,16.0,0,14.65
12924000,16.0,0,14.63
12924060,16.0,0,14.6
12924120,16.0,0,14.58
12924180,16.0,0,14.55
12924240,16.0,0,14.53
12924300,16.0,0,14.5
12924360,16.0,0,14.48
12924420,16.0,0,14.45
12924480,16.0,0,14.43
12924540,16.0,0,14.4
12924600,16.0,0,14.38
12924660,16.0,0,14.36
12924720,16.0,0,14.33
12924780,16.0,0,14.31
12924840,16.0,0,14.29
12924900,16.0,0,14.26
12924960,16.0,0,14.24
12925020,16.0,0,14.22
12925080,16.0,0,14.19
12925140,16.0,0,14.17
12925200,16.0,0,14.15
12925260,16.0,0,14.13
12925320,16.0,0,14.11
12925380,16.0,0,14.08
12925440,16.0,0,14.06
12925500,16.0,0,14.04
12925560,16.0,0,14.02
12925620,16.0,0,14.0
12925680,16.0,0,13.98
12925740,16.0,0,13.96
12925800,16.0,0,13.94
12925860,16.0,0,13.92
12925920,16.0,0,13.9
12925980,16.0,0,13.88
12926040,16.0,0,13.86
12926100,16.0,0,13.84
12926160,16.0,0,13.82
12926220,16.0,0,13.8
12926280,16.0,0,13.78
12926340,16.0,0,13.76
12926400,16.0,0,13.74
12926460,16.0,0,13.72
12926520,16.0,0,13.7
12926580,16.0,0,13.68
12926640,16.0,0,13.66
12926700,16.0,0,13.65
12926760,16.0,0,13.63
12926820,16.0,0,13.61
12926880,16.0,0,13.59
12926940,16.0,0,13.57
12927000,16.0,0,13.56
12927060,16.0,0,13.54
12927120,16.0,0,13.52
12927180,16.0,0,13.5
12927240,16.0,0,13.49
12927300,16.0,0,13.47
12927360,16.0,0,13.45
12927420,16.0,0,13.43
12927480,16.0,0,13.42
12927540,16.0,0,13.4
12927600,16.0,0,13.38
12927660,16.0,0,13.37
12927720,16.0,0,13.35
12927780,16.0,0,13.34
12927840,16.0,0,13.32
12927900,16.0,0,13.3
12927960,16.0,0,13.29
12928020,16.0,0,13.27
12928080,16.0,0,13.26
12928140,16.0,0,13.24
12928200,16.0,0,13.23
12928260,16.0,0,13.21
12928320,16.0,0,13.19
12928380,16.0,0,13.18
12928440,16.0,0,13.16
12928500,16.0,0,13.15
12928560,16.0,0,13.14
12928620,16.0,0,13.12
12928680,16.0,0,13.11
12928740,16.0,0,13.09
12928800,16.0,0,13.08
12928860,16.0,0,13.06
12928920,16.0,0,13.05
12928980,16.0,0,13.03
12929040,16.0,0,13.02
12929100,16.0,0,13.01
12929160,16.0,0,12.99
12929220,16.0,0,12.98
12929280,16.0,0,12.97
12929340,16.0,0,12.95
12929400,16.0,0,12.94
12929460,16.0,0,12.93
12929520,16.0,0,12.91
12929580,16.0,0,12.9
12929640,16.0,0,12.89
12929700,16.0,0,12.87
12929760,16.0,0,12.86
12929820,16.0,0,12.85
12929880,16.0,0,12.83
12929940,16.0,0,12.82
12930000,16.0,0,12.81
12930060,16.0,0,12.8
12930120,16.0,0,12.78
12930180,16.0,0,12.77
12930240,16.0,0,12.76
12930300,16.0,0,12.75
12930360,16.0,0,12.74
12930420,16.0,0,12.72
12930480,16.0,0,12.71
12930540,16.0,0,12.7
12930600,16.0,0,12.69
12930660,16.0,0,12.68
12930720,16.0,0,12.67
12930780,16.0,0,12.65
12930840,16.0,0,12.64
12930900,16.0,0,12.63
12930960,16.0,0,12.62
12931020,16.0,0,12.61
12931080,16.0,0,12.6
12931140,16.0,0,12.59
12931200,16.0,0,12.58
12931260,16.0,0,12.57
12931320,16.0,0,12.55
12931380,16.0,0,12.54
12931440,16.0,0,12.53
12931500,16.0,0,12.52
12931560,16.0,0,12.51
12931620,16.0,0,12.5
12931680,16.0,0,12.49
12931740,16.0,0,12.48
12931800,16.0,0,12.47
12931860,16.0,0,12.46
12931920,16.0,0,12.45
12931980,16.0,0,12.44
12932040,16.0,0,12.43
12932100,16.0,0,12.42
12932160,16.0,0,12.41
12932220,16.0,0,12.4
12932280,16.0,0,12.39
12932340,16.0,0,12.38
12932400,16.0,0,12.37
12932460,16.0,0,12.36
12932520,16.0,0,12.35
12932580,16.0,0,12.34
12932640,16.0,0,12.33
12932700,16.0,0,12.32
12932760,16.0,0,12.31
12932820,16.0,0,12.31
12932880,16.0,0,12.3
12932940,16.0,0,12.29
12933000,16.0,0,12.28
12933060,16.0,0,12.27
12933120,16.0,0,12.26
12933180,16.0,0,12.25
12933240,16.0,0,12.24
12933300,16.0,0,12.23
12933360,16.0,0,12.23
12933420,16.0,0,12.22
12933480,16.0,0,12.21
12933540,16.0,0,12.2
12933600,16.0,0,12.19
12933660,16.0,0,12.18
12933720,16.0,0,12.17
12933780,16.0,0,12.17
12933840,16.0,0,12.16
12933900,16.0,0,12.15
12933960,16.0,0,12.14
12934020,16.0,0,12.13
12934080,16.0,0,12.12
12934140,16.0,0,12.12
12934200,16.0,0,12.11
12934260,16.0,0,12.1
12934320,16.0,0,12.09
12934380,16.0,0,12.09
12934440,16.0,0,12.08
12934500,16.0,0,12.07
12934560,16.0,0,12.06
12934620,16.0,0,12.05
12934680,16.0,0,12.05
12934740,16.0,0,12.04
12934800,16.0,0,12.03
12934860,21.28598859,0,12.06
12934920,21.28446366,0,12.1
12934980,21.28292528,0,12.17
12935040,21.2813735,0,12.28
12935100,21.27980838,0,12.42
12935160,21.27823,0,12.6
12935220,21.27663841,0,12.8
12935280,21.27503366,0,13.04
12935340,21.27341583,0,13.31
12935400,21.27178498,0,13.61
12935460,21.27014116,0,13.94
12935520,21.26848444,0,14.3
12935580,21.26681489,0,14.69
12935640,21.26513255,0,15.11
12935700,21.2634375,0,15.56
12935760,21.26172979,0,16.04
12935820,21.2600095,0,16.55
12935880,21.25827667,0,17.09
12935940,21.25653137,0,17.66
12936000,21.25477366,0,18.26
12936060,21.25300361,0,18.88
12936120,21.25122128,0,19.53
12936180,21.24942672,0,20.21
12936240,21.24762,0,20.91
12936300,21.24580118,0,21.63
12936360,21.24397033,0,22.39
12936420,21.2421275,0,23.16
12936480,21.24027276,0,23.96
12936540,21.23840616,0,24.78
12936600,21.23652778,0,25.62
12936660,21.23463766,0,26.49
12936720,21.23273588,0,27.37
12936780,21.2308225,0,28.27
12936840,21.22889757,0,29.2
12936900,21.22696116,0,30.14
12936960,21.22501333,0,31.09
12937020,21.22305415,0,32.07
12937080,21.22108366,0,33.06
12937140,21.21910194,0,34.06
12937200,21.21710905,0,35.08
12937260,21.21510505,0,36.11
12937320,21.21309,0,37.15
12937380,21.21106396,0,38.2
12937440,21.209027,0,39.26
12937500,21.20697917,0,40.33
12937560,21.20492053,0,41.4
12937620,21.20285116,0,42.48
12937680,21.20077111,0,43.57
12937740,21.19868044,0,44.66
12937800,21.19657922,0,45.75
12937860,21.1944675,0,46.85
12937920,21.19234535,0,47.95
12937980,21.19021283,0,49.05
12938040,21.18807,0,50.15
12938100,21.18591692,0,51.24
12938160,21.18375366,0,52.34
12938220,21.18158028,0,53.43
12938280,21.17939683,0,54.52
12938340,21.17720338,0,55.61
12938400,21.175,0,56.69
12938460,21.17278436,0,57.75
12938520,21.17055451,0,58.77
12938580,21.16831104,0,59.75
12938640,21.16605457,0,60.7
12938700,21.16378569,0,61.61
12938760,21.161505,0,62.48
12938820,21.15921311,0,63.32
12938880,21.15691062,0,64.12
12938940,21.15459813,0,64.89
12939000,21.15227623,0,65.63
12939060,21.14994555,0,66.34
12939120,21.14760667,0,67.02
12939180,21.14526019,0,67.67
12939240,21.14290673,0,68.28
12939300,21.14054688,0,68.88
12939360,21.13818123,0,69.44
12939420,21.13581041,0,69.98
12939480,21.133435,0,70.49
12939540,21.13105561,0,70.99
12939600,21.12867284,0,71.45
12939660,21.12628729,0,71.9
12939720,21.12389957,0,72.33
12939780,21.12151027,0,72.73
12939840,21.11912,0,73.12
12939900,21.11672936,0,73.49
12939960,21.11433895,0,73.84
12940020,21.11194937,0,74.17
12940080,21.10956123,0,74.49
12940140,21.10717513,0,74.79
12940200,21.10479167,0,75.07
12940260,21.10241144,0,75.35
12940320,21.10003506,0,75.61
12940380,21.09766312,0,75.85
12940440,21.09529623,0,76.09
12940500,21.09293499,0,76.31
12940560,21.09058,0,76.52
12940620,21.08823186,0,76.72
12940680,21.08589117,0,76.91
12940740,21.08355854,0,77.09
12940800,21.08123457,0,77.26
12940860,21.07891985,0,77.43
12940920,21.076615,0,77.58
12940980,21.07432061,0,77.73
12941040,21.07203728,0,77.87
12941100,21.06976563,0,78.0
12941160,21.06750623,0,78.13
12941220,21.06525971,0,78.25
12941280,21.06302667,0,78.36
12941340,21.06080769,0,78.47
12941400,21.0586034,0,78.57
12941460,21.05641438,0,78.66
12941520,21.05424123,0,78.75
12941580,21.05208458,0,78.84
12941640,21.049945,0,78.92
12941700,21.04782311,0,79.0
12941760,21.04571951,0,79.08
12941820,21.04363479,0,79.15
12941880,21.04156957,0,79.21
12941940,21.03952444,0,79.27
12942000,21.0375,0,79.33
12942060,21.03548729,0,79.39
12942120,21.03347701,0,79.44
12942180,21.03146927,0,79.49
12942240,21.0294642,0,79.54
12942300,21.0274619,0,79.59
12942360,21.0254625,0,79.63
12942420,21.02346611,0,79.67
12942480,21.02147284,0,79.71
12942540,21.01948281,0,79.75
12942600,21.01749614,0,79.78
12942660,21.01551294,0,79.81
12942720,21.01353333,0,79.85
12942780,21.01155743,0,79.88
12942840,21.00958534,0,79.9
12942900,21.00761719,0,79.93
12942960,21.00565309,0,79.95
12943020,21.00369315,0,79.98
12943080,21.0017375,0,80.0
12943140,20.99978625,0,80.02
12943200,20.99783951,0,80.04
12943260,20.9958974,0,80.06
12943320,20.99396003,0,80.08
12943380,20.99202753,0,80.1
12943440,20.9901,0,80.11
12943500,20.98817757,0,80.13
12943560,20.98626034,0,80.14
12943620,20.98434844,0,80.16
12943680,20.98244198,0,80.17
12943740,20.98054107,0,80.18
12943800,20.97864583,0,80.19
12943860,20.97675639,0,80.21
12943920,20.97487284,0,80.22
12943980,20.97299531,0,80.23
12944040,20.97112392,0,80.24
12944100,20.96925878,0,80.25
12944160,20.9674,0,80.25
12944220,20.9655477,0,80.26
12944280,20.96370201,0,80.27
12944340,20.96186302,0,80.28
12944400,20.96003086,0,80.28
12944460,20.95820565,0,80.29
12944520,20.9563875,0,80.3
12944580,20.95457652,0,80.3
12944640,20.95277284,0,80.31
12944700,20.95097656,0,80.31
12944760,20.94918781,0,80.32
12944820,20.94740669,0,80.32
12944880,20.94563333,0,80.33
12944940,20.94386784,0,80.33
12945000,20.94211034,0,80.34
12945060,20.94036094,0,80.34
12945120,20.93861975,0,80.34
12945180,20.9368869,0,80.35
12945240,20.9351625,0,80.35
12945300,20.93344666,0,80.35
12945360,20.93173951,0,80.36
12945420,20.93004115,0,80.36
12945480,20.9283517,0,80.36
12945540,20.92667128,0,80.36
12945600,20.925,0,80.37
12945660,20.92333333,0,80.37
12945720,20.92166667,0,80.37
12945780,20.92,0,80.37
12945840,20.91833333,0,80.38
12945900,20.91666667,0,80.38
12945960,20.915,0,80.38
12946020,20.91333333,0,80.38
12946080,20.91166667,0,80.38
12946140,20.91,0,80.38
12946200,20.90833333,0,80.38
12946260,20.90666667,0,80.39
12946320,20.905,0,80.39
12946380,20.90333333,0,80.39
12946440,20.90166667,0,80.39
12946500,20.9,0,80.39
12946560,20.89833333,0,80.39
12946620,20.89666667,0,80.39
12946680,20.895,0,80.39
12946740,20.89333333,0,80.39
12946800,20.89166667,0,80.4
12946860,20.89,0,80.4
12946920,20.88833333,0,80.4
12946980,20.88666667,0,80.4
12947040,20.885,0,80.4
12947100,20.88333333,0,80.4
12947160,20.88166667,0,80.4
12947220,20.88,0,80.4
12947280,20.87833333,0,80.4
12947340,20.87666667,0,80.4
12947400,20.875,0,80.4
12947460,20.87333333,0,80.4
12947520,20.87166667,0,80.4
12947580,20.87,0,80.4
12947640,20.86833333,0,80.4
12947700,20.86666667,0,80.4
12947760,20.865,0,80.4
12947820,20.86333333,0,80.4
12947880,20.86166667,0,80.4
12947940,20.86,0,80.4
12948000,20.85833333,0,80.41
12948060,20.85666667,0,80.41
12948120,20.855,0,80.41
12948180,20.85333333,0,80.41
12948240,20.85166667,0,80.41
12948300,20.85,0,80.41
12948360,20.84833333,0,80.41
12948420,20.84666667,0,80.41
12948480,20.845,0,80.41
12948540,20.84333333,0,80.41
12948600,20.84166667,0,80.41
12948660,20.84,0,80.41
12948720,20.83833333,0,80.41
12948780,20.83666667,0,80.41
12948840,20.835,0,80.41
12948900,20.83333333,0,80.41
12948960,20.83166667,0,80.41
12949020,20.83,0,80.41
12949080,20.82833333,0,80.41
12949140,20.82666667,0,80.41
12949200,20.825,0,80.41
12949260,20.82333675,0,80.41
12949320,20.82168009,0,80.41
12949380,20.82002969,0,80.41
12949440,20.81838519,0,80.41
12949500,20.81674624,0,80.41
12949560,20.8151125,0,80.41
12949620,20.81348362,0,80.41
12949680,20.81185926,0,80.41
12949740,20.81023906,0,80.41
12949800,20.80862269,0,80.41
12949860,20.80700978,0,80.41
12949920,20.8054,0,80.41
12949980,20.803793,0,80.41
12950040,20.80218843,0,80.41
12950100,20.80058594,0,80.41
12950160,20.79898519,0,80.41
12950220,20.79738582,0,80.41
12950280,20.7957875,0,80.41
12950340,20.79418987,0,80.41
12950400,20.79259259,0,80.41
12950460,20.79099531,0,80.41
