simulation_time,TRm_degC,TAmb_degC,senPir,conCo2Rm
12934440,24.11162151,21.18168235,0,419.0241912
12934500,24.11247182,21.17700012,0,418.9721162
12934560,24.11333391,21.17208405,0,418.9203638
12934620,24.11420786,21.16693007,0,418.8689356
12934680,24.11509351,21.16153411,0,418.8178303
12934740,24.11598771,21.15589211,0,418.7670394
12934800,24.1168922,21.15,0,418.7165615
12934860,24.11925547,21.14395436,1,418.8893284
12934920,24.12230209,21.13785465,1,419.1738807
12934980,24.12652545,21.13170111,1,419.6804341
12935040,24.13171757,21.12549399,1,420.4166208
12935100,24.13761235,21.11923354,1,421.3627054
12935160,24.14409388,21.11292,1,422.5264253
12935220,24.1510597,21.10655362,1,423.9131155
12935280,24.15839585,21.10013465,1,425.5079123
12935340,24.16604638,21.09366333,1,427.3157798
12935400,24.17396255,21.08713992,1,429.3350446
12935460,24.18211066,21.08056465,1,431.5644469
12935520,24.19046643,21.07393778,1,434.0029843
12935580,24.19901243,21.06725955,1,436.6476402
12935640,24.20773656,21.06053021,1,439.4948006
12935700,24.21663591,21.05375,1,442.5435978
12935760,24.22571268,21.04691918,1,445.7933877
12935820,24.23496591,21.04003798,1,449.2398214
12935880,24.24439637,21.03310667,1,452.8802187
12935940,24.25400537,21.02612547,1,456.7116982
12936000,24.2637917,21.01909465,1,460.7311844
12936060,24.27374959,21.01201444,1,464.9353993
12936120,24.28387039,21.0048851,1,469.3209574
12936180,24.29413365,20.99770687,1,473.884193
12936240,24.30450447,20.99048,1,478.6212262
12936300,24.31493765,20.98320473,1,483.5280781
12936360,24.32537451,20.97588132,1,488.6006101
12936420,24.33573446,20.96851,1,493.8342572
12936480,24.34596716,20.96109103,1,499.2245798
12936540,24.35606432,20.95362465,1,504.7668017
12936600,24.36602046,20.94611111,1,510.4560524
12936660,24.37583351,20.93855066,1,516.287359
12936720,24.38549699,20.93094354,1,522.2554614
12936780,24.39501193,20.92329,1,528.3552411
12936840,24.40438,20.91559029,1,534.5814422
12936900,24.4135971,20.90784465,1,540.9284783
12936960,24.42266492,20.90005333,1,547.390909
12937020,24.43158648,20.89221658,1,553.9632452
12937080,24.44034997,20.88433465,1,560.6392411
12937140,24.44893603,20.87640778,1,567.412179
12937200,24.45732819,20.86843621,1,574.275131
12937260,24.46551206,20.86042021,1,581.2209563
12937320,24.47348157,20.85236,1,588.2427396
12937380,24.48123532,20.84425584,1,595.3336371
12937440,24.4887736,20.83610798,1,602.4868071
12937500,24.4960979,20.82791667,1,609.6954141
12937560,24.50321054,20.81968214,1,616.9526336
12937620,24.51011908,20.81140465,1,624.2519913
12937680,24.51682874,20.80308444,1,631.5868721
12937740,24.52334266,20.79472177,1,638.9505953
12937800,24.52966866,20.78631687,1,646.3368832
12937860,24.5358165,20.77787,1,653.7396885
12937920,24.54179062,20.7693814,1,661.1526902
12937980,24.54759796,20.76085132,1,668.5699278
12938040,24.55324703,20.75228,1,675.9856798
12938100,24.55874593,20.7436677,1,683.3943745
12938160,24.56410736,20.73501465,1,690.7910666
12938220,24.56933506,20.72632111,1,698.1701793
12938280,24.57443852,20.71758733,1,705.5269714
12938340,24.57942539,20.70881354,1,712.8566403
12938400,24.58429679,20.7,1,720.1538908
12938460,24.5883769,20.69113744,1,727.3036389
12938520,24.59112212,20.68221802,1,734.1945828
12938580,24.59273865,20.67324417,1,740.8299784
12938640,24.59341038,20.66421827,1,747.2140572
12938700,24.59329236,20.65514275,1,753.3510785
12938760,24.59252175,20.64602,1,759.2462145
12938820,24.59121977,20.63685244,1,764.905271
12938880,24.58948625,20.62764247,1,770.3338399
12938940,24.5874101,20.6183925,1,775.5382793
12939000,24.58506577,20.60910494,1,780.5247982
12939060,24.58251336,20.59978219,1,785.2995563
12939120,24.5798038,20.59042667,1,789.8688828
12939180,24.57698532,20.58104077,1,794.2392539
12939240,24.57410051,20.57162691,1,798.4172592
12939300,24.57119057,20.5621875,1,802.4102974
12939360,24.5682779,20.55272494,1,806.223941
12939420,24.56538953,20.54324164,1,809.865257
12939480,24.56254638,20.53374,1,813.3405378
12939540,24.55976634,20.52422244,1,816.6564468
12939600,24.55705809,20.51469136,1,819.818254
12939660,24.55443564,20.50514917,1,822.8336912
12939720,24.55191459,20.49559827,1,825.7069086
12939780,24.54949587,20.48604108,1,828.4438897
12939840,24.54719202,20.47648,1,831.0511084
12939900,24.54500695,20.46691744,1,833.5334572
12939960,24.54294467,20.4573558,1,835.8962168
12940020,24.54100972,20.4477975,1,838.1450269
12940080,24.53921754,20.43824494,1,840.2841382
12940140,24.53755704,20.42870052,1,842.3193054
12940200,24.53604093,20.41916667,1,844.2549248
12940260,24.53468002,20.40964577,1,846.095087
12940320,24.53345576,20.40014025,1,847.8446236
12940380,24.53237045,20.3906525,1,849.5072813
12940440,24.53142595,20.38118494,1,851.0876748
12940500,24.53061436,20.37173997,1,852.5888405
12940560,24.52993225,20.36232,1,854.0149188
12940620,24.52937784,20.35292744,1,855.3695469
12940680,24.52894583,20.34356469,1,856.6560552
12940740,24.5286318,20.33423417,1,857.8776841
12940800,24.52843174,20.32493827,1,859.0375897
12940860,24.52834204,20.31567941,1,860.1388453
12940920,24.52835441,20.30646,1,861.1835723
12940980,24.52846829,20.29728244,1,862.1753023
12941040,24.52867986,20.28814914,1,863.1162335
12941100,24.52898356,20.2790625,1,864.008887
12941160,24.52937852,20.27002494,1,864.8559474
12941220,24.52985868,20.26103886,1,865.6591838
12941280,24.53041997,20.25210667,1,866.4208713
12941340,24.5310633,20.24323077,1,867.143502
12941400,24.53178277,20.23441358,1,867.8285982
12941460,24.53257404,20.2256575,1,868.4783482
12941520,24.53344314,20.21696494,1,869.0950799
12941580,24.53437997,20.2083383,1,869.6802334
12941640,24.53538085,20.19978,1,870.2349432
12941700,24.53644363,20.19129244,1,870.7609686
12941760,24.53756636,20.18287802,1,871.2595907
12941820,24.53874247,20.17453917,1,871.7316977
12941880,24.53997218,20.16627827,1,872.1790732
12941940,24.54125888,20.15809775,1,872.6036564
12942000,24.54259067,20.15,1,873.0063818
12942060,24.54424433,20.14194915,1,873.3881401
12942120,24.54640616,20.13390802,1,873.7497041
12942180,24.54912677,20.12587708,1,874.0885627
12942240,24.5520969,20.11785679,1,874.4145796
12942300,24.5554823,20.10984761,1,874.7193435
12942360,24.55905811,20.10185,1,875.0118488
12942420,24.56297595,20.09386443,1,875.2844072
12942480,24.56706233,20.08589136,1,875.545147
12942540,24.57133445,20.07793125,1,875.7921828
12942600,24.57576885,20.06998457,1,876.026035
12942660,24.58036377,20.06205177,1,876.2474109
12942720,24.58508943,20.05413333,1,876.457749
12942780,24.58991746,20.04622971,1,876.6569958
12942840,24.5948596,20.03834136,1,876.844964
12942900,24.5999119,20.03046875,1,877.0232513
12942960,24.60503913,20.02261235,1,877.1928072
12943020,24.61025783,20.01477261,1,877.3533274
12943080,24.61553735,20.00695,1,877.5056729
12943140,24.62089317,19.99914498,1,877.6496166
12943200,24.62631227,19.99135802,1,877.7862841
12943260,24.63178964,19.98358958,1,877.9159242
12943320,24.63732075,19.97584012,1,878.0387749
12943380,24.64290473,19.96811011,1,878.1550595
12943440,24.64855088,19.9604,1,878.2649872
12943500,24.65428986,19.95271026,1,878.3692733
12943560,24.66010268,19.94504136,1,878.4682643
12943620,24.66601953,19.93739375,1,878.5620758
12943680,24.67201252,19.9297679,1,878.6509098
12943740,24.67810167,19.92216427,1,878.7349365
12943800,24.68426849,19.91458333,1,878.8148972
12943860,24.69050087,19.90702554,1,878.8909584
12943920,24.69677389,19.89949136,1,878.9626004
12943980,24.70308331,19.89198125,1,879.0300738
12944040,24.70940888,19.88449568,1,879.0940166
12944100,24.7157326,19.87703511,1,879.1545634
12944160,24.72203669,19.8696,1,879.2118304
12944220,24.72831484,19.86219082,1,879.2670136
12944280,24.73453879,19.85480802,1,879.3192291
12944340,24.74069883,19.84745208,1,879.3685074
12944400,24.74678454,19.84012346,1,879.4149222
12944460,24.75280016,19.83282261,1,879.4596146
12944520,24.75871979,19.82555,1,879.5017178
12944580,24.76454676,19.8183061,1,879.5412153
12944640,24.77029355,19.81109136,1,879.5792077
12944700,24.77594147,19.80390625,1,879.6148452
12944760,24.78151187,19.79675123,1,879.6491207
12944820,24.78699053,19.78962677,1,879.6811861
12944880,24.79239919,19.78253333,1,879.712006
12944940,24.79772715,19.77547137,1,879.7407405
12945000,24.80299502,19.76844136,1,879.7683301
12945060,24.80819482,19.76144375,1,879.7939438
12945120,24.81334518,19.75447901,1,879.8185016
12945180,24.81844957,19.74754761,1,879.8422151
12945240,24.8235032,19.74065,1,879.8640993
12945300,24.82852232,19.73378665,1,879.8850565
12945360,24.83351102,19.72695802,1,879.9052954
12945420,24.83846562,19.72016458,1,879.9238361
12945480,24.84338798,19.71340679,1,879.9415519
12945540,24.84829464,19.70668511,1,879.9586506
12945600,24.85318421,19.7,1,879.9751648
12945660,24.85696555,19.69333333,1,879.9901365
12945720,24.85989557,19.68666667,1,880.0044033
12945780,24.86209396,19.68,1,880.0181585
12945840,24.8639298,19.67333333,1,880.0316348
12945900,24.86495968,19.66666667,1,880.0434739
12945960,24.86563582,19.66,1,880.0546971
12946020,24.86600379,19.65333333,1,880.0655012
12946080,24.86619955,19.64666667,1,880.0760583
12946140,24.86616143,19.64,1,880.0862566
12946200,24.86590759,19.63333333,1,880.0960887
12946260,24.86543692,19.62666667,1,880.1054881
12946320,24.86482493,19.62,1,880.1136199
12946380,24.86411136,19.61333333,1,880.1212607
12946440,24.86330495,19.60666667,1,880.1286066
12946500,24.86244339,19.6,1,880.1357797
12946560,24.86147252,19.59333333,1,880.1426011
12946620,24.86045699,19.58666667,1,880.1492764
12946680,24.85935049,19.58,1,880.1556505
12946740,24.85818683,19.57333333,1,880.1618249
12946800,24.85698963,19.56666667,1,880.1678793
12946860,24.85571359,19.56,1,880.1727131
12946920,24.85439426,19.55333333,1,880.1771509
12946980,24.85303423,19.54666667,1,880.1813902
12947040,24.85163406,19.54,1,880.1854538
12947100,24.8502094,19.53333333,1,880.1894153
12947160,24.8487329,19.52666667,1,880.1931707
12947220,24.84722066,19.52,1,880.1967948
12947280,24.84568626,19.51333333,1,880.2003413
12947340,24.84410453,19.50666667,1,880.2037273
12947400,24.8424897,19.5,1,880.2070071
12947460,24.84084235,19.49333333,1,880.2101863
12947520,24.83916302,19.48666667,1,880.21327
12947580,24.83745211,19.48,1,880.2162624
12947640,24.83572127,19.47333333,1,880.2191996
12947700,24.83394746,19.46666667,1,880.2220194
12947760,24.83214308,19.46,1,880.2247584
12947820,24.83030828,19.45333333,1,880.2274195
12947880,24.82845403,19.44666667,1,880.2300332
12947940,24.82655773,19.44,1,880.2325453
12948000,24.82463125,19.43333333,1,880.2349869
12948060,24.82266578,19.42666667,1,880.2364024
12948120,24.82067074,19.42,1,880.2375187
12948180,24.81864681,19.41333333,1,880.2385328
12948240,24.81660338,19.40666667,1,880.2394947
12948300,24.81451775,19.4,1,880.2403569
12948360,24.81241232,19.39333333,1,880.2411826
12948420,24.81026373,19.38666667,1,880.2419392
12948480,24.80808357,19.38,1,880.2426563
12948540,24.80588268,19.37333333,1,880.2433512
12948600,24.80363646,19.36666667,1,880.2440024
12948660,24.80135699,19.36,1,880.2446271
12948720,24.79904352,19.35333333,1,880.2452279
12948780,24.79669527,19.34666667,1,880.2458069
12948840,24.79431146,19.34,1,880.246366
12948900,24.79190409,19.33333333,1,880.2469133
12948960,24.7894464,19.32666667,1,880.247436
12949020,24.78695331,19.32,1,880.2479426
12949080,24.78442348,19.31333333,1,880.2484337
12949140,24.78185562,19.30666667,1,880.2489102
12949200,24.77924848,19.3,1,880.2493727
12949260,24.77643672,19.29334699,1,880.2498217
12949320,24.77350636,19.28672037,1,880.2502627
12949380,24.77033919,19.28011875,1,880.2506863
12949440,24.76702319,19.27354074,1,880.2510979
12949500,24.76361768,19.26698495,1,880.2515022
12949560,24.76002936,19.26045,1,880.2518909
12949620,24.75636271,19.25393449,1,880.2522727
12949680,24.75253383,19.24743704,1,880.2526399
12949740,24.74863419,19.24095625,1,880.2530006
12949800,24.7445868,19.23449074,1,880.2533475
12949860,24.7404393,19.22803912,1,880.2536848
12949920,24.73623012,19.2216,1,880.2540162
12949980,24.73189292,19.21517199,1,880.254335
12950040,24.7274716,19.2087537,1,880.2546449
12950100,24.72297329,19.20234375,1,880.2549462
12950160,24.71840664,19.19594074,1,880.2552392
12950220,24.71380297,19.18954329,1,880.2555271
12950280,24.70913042,19.18315,1,880.255804
12950340,24.70443756,19.17675949,1,880.2560761
12950400,24.69971536,19.17037037,1,880.2563378
12950460,24.69499318,19.16398125,1,880.2565921
